file_path,purpose,used_by,category,recommended_action,reason,risk_level,testing_required
"app/api/admin/integrations/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/integrations/supabase/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/integrations/test/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/intelligence/alerts/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/intelligence/drafts/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/intelligence/facebook-posts/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/intelligence/publish-history/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/intelligence/run-scan/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/intelligence/social-poster-preview/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/interactions/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-recurring/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-reminders/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-reports/summary/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-sync/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-templates/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-tracking/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoice-validation/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoices/[id]/pdf/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/invoices/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/leads/convert/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/leads/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/login/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/logout/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/me/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/news/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/opportunities/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/password/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/quotes/[id]/pdf/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/quotes/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/reports/summary/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/stats/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/success-stories/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/tasks/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/tool-disclaimers/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/users/[id]/resend/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/users/[id]/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/users/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/admin/verify-admin-email/route.js","API route handler","HTTP","Admin workspace core","KEEP","Core platform functionality","High","verify:ci"
"app/api/ai-funnel/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/chat/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/contact/route.js","API route handler","tests/contact-route-post.test.mjs","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/crm-automation/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/facebook-publish/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/intelligence-scan/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/invoice-recurring/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/invoice-reminders/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/invoice-sync/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/nurture/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/cron/upload-retention/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/files/client/[token]/[name]/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/inngest/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/news/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/newsletter/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/newsletter/unsubscribe/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/payments/checkout/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/payments/webhook/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/portal/invoices/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/portal/payment-method/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/portal/profile/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/quiz-results/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/reviews/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/social/graph-image/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/stats/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/translate/route.js","API route handler","HTTP","API/backend route","REVIEW","API may be called externally (cron, webhook, portal)","Medium","Confirm external callers before removal"
"app/api/upload/[token]/confirm-code/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/upload/[token]/request-code/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/upload/[token]/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/webhooks/facebook-comments/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/webhooks/google-form/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/api/webhooks/whatsapp/route.js","API route handler","HTTP","API/backend route","KEEP","Active or routable source","Low","npm run build"
"app/assessment/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/australia-visa-document-checklist-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/australia-visa-fees-and-costs-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/australia-visa-processing-times-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/australia-vs-canada-migration-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/australian-visas-official-sources/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/book-consultation/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/code-of-conduct/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/complaints/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/contact/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/destinations/[slug]/[section]/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/destinations/[slug]/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/destinations/error.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/destinations/loading.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/disclaimer/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/education-consultation/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/employer-sponsored-visas/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/error.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/faq/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/global-error.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/global-pathways/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/globals.css","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/home.css","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/immigration-lawyer-australia-vs-registered-migration-agent-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/immigration-news/[slug]/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/immigration-news/error.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/immigration-news/loading.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/immigration-news/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/layout.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/loading.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/maintenance/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/manifest.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/meet-the-team/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/migration-for-healthcare-workers-australia/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/migration-sri-lanka-to-australia/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/newsletter/unsubscribe/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/not-found.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/partner-visa-309-100-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/partner-visa-820-801-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/partner-visa-australia-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/partner-visa-australia/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/popular-routes/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/privacy-policy/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/referral-program/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/robots.js","SEO, sitemap, or indexability","—","SEO/schema","KEEP","Core platform functionality","High","verify:ci"
"app/sitemap.js","SEO, sitemap, or indexability","—","SEO/schema","KEEP","Core platform functionality","High","verify:ci"
"app/skilled-migration-australia-points-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/skilled-migration/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/student-migration-over-25-australia/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/student-visa-australia-requirements/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/student-visa-australia/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/terms-of-use/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/thank-you/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/tools/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/tools/pr-pathway-explorer/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/tools/student-country-cost-planner/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/updates/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/upload/[token]/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/upload/error.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/upload/loading.js","Application source","—","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/visa-refusal-help-australia-and-aat-migration-appeal-guide/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/visa-services/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"app/visitor-visas/page.js","Next.js page route","Next.js router","Public website core","KEEP","Active or routable source","Low","npm run build"
"artifacts/all_files.txt","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/hidden_css.txt","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/madge_orphans.txt","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/desktop-admin-check.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/desktop-home-header.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-employer-sponsored-visas.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-home-core-visa-engines.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-home-engineered-for-approval.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-home-header.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-home.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-partner-visa-australia.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-skilled-migration.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-student-visa-australia.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/mobile-visitor-visas.png","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"artifacts/prod-verification/verification.json","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"cleanup-dev-files.js","Application source","—","Shared component","REVIEW","No static importers detected in source scan","Medium","npm run build before removal"
"codex_out.txt","Application source","—","Shared component","KEEP","Active or routable source","Low","npm run build"
"COMPONENT_MAP.md","Project documentation","—","Documentation","KEEP","Operational asset","Low","CI scripts"
"components/about-team-magnetic.jsx","React UI component","app/about/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/admin/admin-dashboard.jsx","Admin UI re-export shim","app/admin/(secure)/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/admin-shell.jsx","Admin UI re-export shim","app/admin/(secure)/layout.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/admin-table-skeleton.jsx","Admin UI re-export shim","app/admin/(secure)/inbox/page.js; app/admin/(secure)/leads/page.js; app/admin/(secure)/quotes/page.js; app/admin/(secure)/reports/page.js; app/admin/(secure)/tasks/page.js; app/admin/(secure)/users/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/audit-panel.jsx","Admin UI re-export shim","app/admin/(secure)/audit/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/crm-insights-panel.jsx","Admin UI re-export shim","app/admin/(secure)/crm-insights/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/crm-panel.jsx","Admin UI re-export shim","app/admin/(secure)/crm/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/customer-detail-drawer.jsx","Admin UI re-export shim","—","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/customers-panel.jsx","Admin UI re-export shim","app/admin/(secure)/customers/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/enquiry-detail-drawer.jsx","Admin UI re-export shim","—","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/invoice-customer-picker.jsx","Admin UI re-export shim","—","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/invoices-panel.jsx","Admin UI re-export shim","app/admin/(secure)/invoices/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/news-panel.jsx","Admin UI re-export shim","app/admin/(secure)/news/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/pipeline-board.jsx","Admin UI re-export shim","app/admin/(secure)/pipeline/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/public-upload-form.jsx","Admin UI re-export shim","app/upload/[token]/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/admin/success-stories-panel.jsx","Admin UI re-export shim","app/admin/(secure)/success-stories/page.js","Shared component","KEEP","Intentional re-export shim to features/admin-panel","Low","Admin smoke after import migration"
"components/agent-registration-strip.jsx","React UI component","app/book-consultation/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/ai-concierge-lazy.jsx","React UI component","—","Shared component","REVIEW","No static importers detected in source scan","Medium","npm run build before removal"
"components/ai-concierge.js","React UI component","—","Shared component","REVIEW","No static importers detected in source scan","Medium","npm run build before removal"
"components/australian-visas-hub-lead.jsx","React UI component","app/australian-visas-official-sources/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/breadcrumbs-nav.js","React UI component","app/about/page.js; app/assessment/page.js; app/book-consultation/page.js; app/immigration-news/[slug]/page.js; app/immigration-news/page.js; app/meet-the-team/page.js; app/popular-routes/page.js; app/referral-program/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/contact-calm-visual.jsx","React UI component","app/book-consultation/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/contact-lead-form.js","React UI component","app/book-consultation/page.js; app/contact/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/content-page.js","React UI component","app/australia-visa-document-checklist-guide/page.js; app/australia-visa-fees-and-costs-guide/page.js; app/australia-visa-processing-times-guide/page.js; app/australia-vs-canada-migration-guide/page.js; app/australian-visas-official-sources/page.js; app/code-of-conduct/page.js; app/complaints/page.js; app/destinations/[slug]/[section]/page.js","Shared component","REVIEW","Contains hardcoded MARN; centralize via site.json","Medium","Visual check on content pages"
"components/country-coverage.js","React UI component","—","Shared component","REVIEW","No static importers detected in source scan","Medium","npm run build before removal"
"components/destination-command-center.jsx","React UI component","app/destinations/[slug]/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/destination-command-palette.jsx","React UI component","app/destinations/[slug]/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/destination-confidence-strip.jsx","React UI component","app/destinations/[slug]/[section]/page.js; app/destinations/[slug]/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/destination-outcome-simulator.jsx","React UI component","app/destinations/[slug]/[section]/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/destination-route-graph.jsx","React UI component","app/destinations/[slug]/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/destinations/destination-planning-blocks.jsx","React UI component","app/destinations/[slug]/page.js","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/exit-intent-popup.jsx","React UI component","—","Shared component","REVIEW","No static importers detected in source scan","Medium","npm run build before removal"
"components/footer-dock-guard.jsx","React UI component","features/public-site/components/public-site-widgets-gate.jsx","Shared component","KEEP","Active or routable source","Low","npm run build"
"components/global-client-widgets-lazy.jsx","React UI component","features/public-site/components/public-site-widgets-gate.jsx","Shared component","KEEP","Active or routable source","Low","npm run build"
